Card_Number,Time,Amount,Transaction_Type,Geo_Location,Merchant_Category,Is_International,Is_Recurring,Velocity,User_History_Score,Transaction_Hour,Location_Mismatch,Bot_Activity_Flag,Fraud_Risk_Score,Class
911296105825,8,275.75,0,3,3,1,0,8,0.66,8,1,1,50.0,0
204936596436,15,568.52,1,1,1,0,1,8,0.3,15,0,1,50.0,0
657394307045,17,502.8,0,4,4,1,0,6,0.72,17,1,0,50.0,0
542471587776,0,812.56,1,0,0,0,0,6,0.93,0,1,0,50.0,0
751170553922,21,913.58,2,4,3,1,0,3,0.31,21,0,0,50.0,0
23425425571,21,178.04,0,4,1,1,1,7,0.98,21,0,0,30.25,1
36922449283,1,861.92,3,4,4,0,1,8,0.22,1,0,1,50.0,0
219832671644,2,918.07,1,3,2,0,1,2,0.13,2,1,0,50.0,0
241350935816,5,931.72,2,4,3,0,0,5,0.08,5,0,0,50.0,0
517644688859,2,787.88,1,2,4,1,0,6,0.21,2,1,0,50.0,0
520630755101,10,767.87,2,4,1,1,0,1,0.34,10,1,0,50.0,0
310675352791,0,113.41,0,2,0,0,0,5,0.73,0,1,0,18.83,0
405135977537,21,928.17,3,3,1,1,1,3,0.07,21,1,0,50.0,1
790336674678,5,416.35,2,3,0,0,1,3,0.51,5,1,0,48.53,0
223490687436,13,137.01,1,4,4,0,0,6,0.52,13,1,0,22.69,0
460092116913,14,471.68,2,2,4,0,1,1,0.23,14,0,0,42.39,0
157934324877,0,759.57,2,2,1,0,0,5,0.05,0,1,0,50.0,0
776777960334,19,497.76,3,2,1,1,0,5,0.23,19,1,0,50.0,0
953157765164,14,782.21,0,2,0,0,1,5,0.23,14,1,0,50.0,0
597726006986,4,558.47,2,0,3,1,1,3,0.69,4,0,0,50.0,0
947185812709,23,369.48,2,3,1,0,1,6,0.23,23,1,0,33.84,1
660873941852,12,282.62,1,2,3,0,0,1,0.34,12,0,0,34.33,0
682166387004,10,478.99,1,0,3,1,0,1,0.05,10,0,0,50.0,0
528953678557,19,132.22,0,0,3,1,1,2,0.62,19,0,0,23.16,1
422515576785,8,480.29,0,3,4,0,1,4,0.47,8,1,0,50.0,0
292043884936,5,161.76,0,1,4,0,1,9,0.34,5,1,1,26.82,0
539103305300,12,889.3,1,4,3,1,1,8,0.7,12,0,1,50.0,0
79716779640,2,617.93,2,3,3,1,1,2,0.68,2,0,0,50.0,1
861510611446,9,681.44,0,1,4,1,0,1,0.33,9,0,0,50.0,0
72383946308,19,359.98,1,4,0,0,0,4,0.71,19,0,0,35.13,0
385021808877,16,303.24,1,4,2,0,1,5,0.35,16,1,0,28.19,0
79260094476,4,737.11,0,4,1,0,1,2,0.22,4,0,0,50.0,0
755154257802,13,704.41,1,0,3,0,0,6,0.72,13,1,0,50.0,0
270421726052,3,210.41,2,2,4,1,0,8,0.73,3,0,1,40.51,0
751564233590,4,314.78,3,4,3,1,1,5,0.87,4,0,0,32.42,0
393908362927,10,951.92,1,2,3,1,0,4,0.5,10,1,0,50.0,0
709170771358,18,373.76,1,4,3,1,1,7,0.23,18,0,0,45.24,0
776812975989,11,123.25,3,0,3,1,0,5,0.84,11,0,0,23.86,0
379227429028,9,157.4,2,4,0,1,0,8,0.17,9,1,1,27.7,1
491613636605,2,797.95,0,3,1,0,1,7,0.94,2,1,0,50.0,0
812948303540,14,781.44,1,1,1,0,1,5,0.31,14,1,0,50.0,0
359938478945,13,443.64,2,4,4,1,0,8,0.02,13,0,1,50.0,0
63142576271,15,237.88,0,1,0,1,1,1,0.19,15,1,0,31.82,1
983076494647,22,548.29,2,1,0,0,1,8,0.41,22,1,1,50.0,0
548107269759,19,398.7,3,0,1,1,1,3,0.06,19,1,0,50.0,0
869471638065,0,436.57,1,1,4,0,1,1,0.41,0,0,0,46.36,0
740089594055,18,334.89,2,0,0,0,0,9,0.2,18,1,1,47.74,0
270059050527,12,156.57,0,4,4,1,0,6,0.02,12,0,0,27.05,0
504725459068,0,812.04,0,2,1,1,0,8,0.3,0,1,1,50.0,0
194935511308,21,656.4,0,0,3,0,0,4,0.23,21,0,0,50.0,0
662202233297,18,851.17,3,1,0,0,0,2,0.42,18,0,0,50.0,0
706102359437,0,552.88,2,1,4,1,0,6,0.76,0,1,0,50.0,0
391257786176,4,986.49,2,4,3,0,1,2,0.51,4,0,0,50.0,0
726982951144,19,966.27,0,0,1,1,0,1,0.77,19,1,0,50.0,0
616457936591,12,344.61,0,4,2,0,1,7,0.34,12,0,0,31.7,0
798493572903,6,448.28,0,0,0,1,1,7,0.01,6,0,0,47.09,0
308245752503,9,777.44,3,2,0,0,1,6,0.92,9,0,0,50.0,0
569286010886,12,798.94,3,3,4,1,0,2,0.31,12,0,0,50.0,1
924368178998,7,919.63,1,4,1,1,0,5,0.53,7,0,0,50.0,0
968823192445,19,687.37,1,1,1,1,1,1,0.47,19,0,0,50.0,0
660189150212,15,527.61,1,4,0,1,0,2,0.58,15,1,0,50.0,0
495893651976,0,439.89,0,0,0,1,0,5,0.88,0,1,0,50.0,0
670073474935,23,477.26,3,4,4,0,1,5,0.87,23,1,0,50.0,1
469634233294,8,865.36,3,2,4,0,1,7,0.98,8,0,0,50.0,0
463385315145,4,982.01,1,0,2,1,0,5,0.53,4,0,0,50.0,0
326153533386,22,146.72,0,1,3,0,0,6,0.92,22,1,0,20.53,0
225538383114,6,622.22,2,1,4,0,0,2,0.48,6,0,0,50.0,0
364593198963,1,568.05,0,0,3,1,0,5,0.04,1,1,0,50.0,0
292842413911,16,438.53,0,2,0,0,1,8,0.15,16,1,1,50.0,0
706470643691,19,866.42,1,4,2,0,0,1,0.33,19,1,0,50.0,0
496197329,7,618.17,3,3,2,0,1,7,0.73,7,0,0,50.0,0
712290510153,18,381.8,3,1,2,1,1,8,0.08,18,1,1,50.0,0
589970785945,20,499.69,2,2,1,0,1,5,0.36,20,0,0,49.35,0
583181981789,15,421.12,3,2,0,0,1,4,0.98,15,1,0,45.77,0
898136102375,7,487.08,3,2,1,1,0,1,0.79,7,0,0,49.16,0
181436749417,13,164.14,2,4,1,0,1,9,0.57,13,0,1,30.2,0
195753353780,6,200.72,2,2,2,1,0,2,0.06,6,1,0,31.11,0
331526434726,7,661.32,1,2,1,0,0,5,0.01,7,0,0,50.0,0
506608514367,11,715.66,1,0,0,1,1,7,0.11,11,0,0,50.0,0
42025673248,3,672.96,1,0,0,1,1,8,0.33,3,1,1,50.0,0
585148760366,3,786.77,1,2,1,1,0,4,0.61,3,1,0,50.0,0
575923209400,23,949.18,3,2,0,0,1,1,0.2,23,1,0,50.0,0
135720224338,6,874.56,1,0,3,1,1,7,0.05,6,0,0,50.0,0
632525853452,5,476.66,0,4,1,0,0,9,0.09,5,1,1,50.0,0
737992968372,3,295.79,2,0,2,0,1,1,0.43,3,0,0,28.45,0
626995125350,18,380.67,1,0,2,0,1,1,0.77,18,1,0,45.93,0
902773576638,18,628.97,2,0,0,0,1,7,0.82,18,1,0,50.0,0
952444788558,15,870.59,3,0,0,1,0,9,0.29,15,1,1,50.0,0
353069586618,7,731.55,1,3,2,1,1,5,0.66,7,1,0,50.0,0
985203202378,4,588.71,0,1,3,1,0,4,0.39,4,0,0,50.0,0
259453956896,18,641.69,2,4,2,0,0,6,0.97,18,0,0,50.0,0
501089986153,14,575.44,1,4,1,1,1,9,0.4,14,0,1,50.0,0
4130359306,3,974.46,0,2,2,0,0,2,0.4,3,1,0,50.0,0
182772313812,15,834.48,3,3,4,0,1,5,0.5,15,0,0,50.0,0
340696835131,18,803.15,0,2,3,1,1,4,0.03,18,0,0,50.0,0
946099695577,17,565.6,3,4,3,1,0,3,0.42,17,0,0,50.0,0
524148909456,20,398.63,2,4,2,0,0,5,0.83,20,0,0,37.73,0
854604136451,16,117.56,1,2,4,0,1,7,0.61,16,0,0,8.83,0
261549093130,9,139.09,0,1,1,1,0,3,0.97,9,1,0,21.86,0
175159868466,16,127.21,0,2,2,1,0,3,0.33,16,0,0,20.23,0
260895464949,16,982.43,0,1,1,1,0,6,0.16,16,0,0,50.0,0
696229255227,16,203.03,3,1,4,0,1,5,0.75,16,1,0,18.97,0
769332427628,6,227.91,2,0,2,0,1,3,0.04,6,0,0,22.5,1
486651857040,23,535.73,2,4,2,1,1,1,0.16,23,1,0,50.0,0
977081809838,5,533.26,1,0,1,0,1,2,0.51,5,0,0,50.0,0
654811827873,19,927.98,1,4,2,0,1,3,0.75,19,0,0,50.0,0
38129757648,9,166.18,2,0,4,1,0,4,0.6,9,0,0,22.23,0
351119611862,12,961.52,2,1,2,1,0,5,0.99,12,1,0,50.0,0
264957802656,14,294.75,2,0,0,0,1,9,0.65,14,0,1,41.86,0
752160230492,11,973.14,0,3,4,0,1,4,0.72,11,1,0,50.0,0
127565527665,10,587.19,3,0,3,1,0,9,0.99,10,1,1,50.0,0
497488056266,3,686.81,2,0,1,1,1,5,0.59,3,0,0,50.0,0
160486617272,15,384.16,1,0,4,1,1,3,0.71,15,0,0,42.97,0
961358484970,7,650.64,3,3,3,1,0,7,0.3,7,0,0,50.0,0
634540818918,19,739.75,0,4,3,1,1,8,0.54,19,1,1,50.0,0
585517264207,16,109.33,3,0,4,0,1,9,0.91,16,0,1,23.32,0
210372038018,21,130.81,2,4,3,1,1,9,0.85,21,1,1,33.33,0
126285280920,8,987.83,3,2,3,1,1,6,0.31,8,1,0,50.0,0
176118549586,18,511.8,1,1,0,0,0,9,0.36,18,0,1,50.0,0
998317383788,19,942.24,3,2,2,1,1,3,0.85,19,1,0,50.0,0
930283464311,18,756.91,2,3,0,0,1,2,0.28,18,1,0,50.0,0
399872842493,22,435.67,3,3,2,1,0,5,0.89,22,0,0,50.0,0
749783615766,2,235.76,3,4,3,0,0,7,0.77,2,0,0,27.84,0
764692468136,20,980.34,3,4,2,0,1,7,0.15,20,1,0,50.0,0
18969652921,16,626.05,1,0,0,1,1,6,0.72,16,0,0,50.0,0
534252783862,1,273.12,3,2,1,1,0,3,0.83,1,1,0,41.61,0
602536208572,10,713.49,3,4,1,0,0,6,0.14,10,1,0,50.0,0
713290691385,13,182.84,0,4,2,0,0,1,0.46,13,1,0,24.74,0
716586079212,4,881.23,3,4,1,1,0,3,0.86,4,1,0,50.0,0
529457672356,7,181.12,3,1,4,0,0,2,0.2,7,1,0,22.51,0
807753225760,17,312.57,0,4,1,0,0,4,0.45,17,0,0,37.72,0
566894013480,15,182.29,1,1,2,0,0,8,0.61,15,0,1,29.59,0
242323073611,7,193.41,1,3,3,1,0,3,0.1,7,1,0,25.58,0
515136728177,0,571.45,0,0,0,0,1,6,0.21,0,0,0,50.0,0
300181156685,20,718.29,0,2,1,1,1,1,0.47,20,0,0,50.0,0
751048734452,15,809.63,3,4,2,0,1,4,0.37,15,0,0,50.0,0
419009613461,1,725.55,1,1,0,0,1,5,0.32,1,0,0,50.0,0
506844328478,3,427.14,1,4,4,1,1,5,0.03,3,1,0,50.0,0
498183555165,17,601.56,3,4,3,1,1,1,0.93,17,1,0,50.0,0
16000733109,16,934.9,2,1,0,1,0,9,0.87,16,0,1,50.0,0
863516197707,22,448.82,3,4,0,0,1,5,0.39,22,1,0,50.0,1
150469016529,20,327.16,2,2,2,0,0,9,0.18,20,1,1,47.24,0
193267196755,13,567.39,3,3,4,1,1,7,0.07,13,1,0,50.0,0
903031498927,0,367.6,0,0,1,0,1,5,0.12,0,1,0,45.66,0
253757050076,10,335.64,3,4,4,1,1,9,0.6,10,1,1,48.7,0
258625328910,8,800.92,0,1,3,0,1,5,0.73,8,0,0,50.0,0
169056875276,13,901.75,2,2,1,1,1,9,0.16,13,1,1,50.0,0
281210345402,23,552.09,2,4,4,1,1,5,0.11,23,1,0,50.0,0
44579039086,18,801.8,0,3,3,0,1,1,0.69,18,1,0,50.0,0
646136219104,6,268.38,0,3,0,1,1,7,0.52,6,0,0,29.75,0
558305495215,23,592.88,1,1,0,1,0,5,0.37,23,0,0,50.0,0
66969036841,21,672.58,1,4,0,1,1,5,0.72,21,1,0,50.0,0
690656922610,8,541.6,3,4,0,1,1,6,0.46,8,1,0,50.0,0
886629168035,17,205.19,0,4,1,1,1,6,0.47,17,0,0,28.13,0
696913400929,1,760.69,2,3,0,0,0,7,0.02,1,1,0,50.0,0
278019131686,20,855.17,1,4,1,1,0,8,0.32,20,0,1,50.0,0
590984458777,14,671.7,0,4,1,0,0,1,0.01,14,1,0,50.0,0
7481878300,10,252.24,2,4,4,1,0,3,0.92,10,1,0,30.71,0
417944167901,23,167.1,2,4,0,0,0,6,0.29,23,1,0,24.51,0
934108031377,11,371.44,0,1,2,1,0,1,0.18,11,1,0,41.95,0
846293989901,11,133.29,3,3,0,0,1,5,0.09,11,0,0,20.06,0
421092000720,8,855.3,1,0,2,1,1,5,0.05,8,1,0,50.0,0
692733456375,1,732.75,1,1,0,1,1,9,0.89,1,0,1,50.0,1
8959765368,6,607.32,0,4,1,0,1,2,0.17,6,0,0,50.0,0
996098323391,19,900.67,3,0,0,0,0,7,0.62,19,0,0,50.0,0
90719437198,19,199.08,2,2,0,0,0,9,0.65,19,0,1,31.92,0
660133267132,17,743.01,3,0,0,1,1,8,0.32,17,0,1,50.0,0
153513542762,15,231.97,1,1,0,0,1,1,0.83,15,1,0,26.38,0
534464294644,3,154.83,0,3,4,1,0,1,0.21,3,0,0,21.78,0
825094748579,22,219.61,1,1,4,0,0,2,0.07,22,0,0,28.21,0
726695618990,18,955.85,0,3,1,1,0,1,0.07,18,1,0,50.0,0
22063919458,13,496.39,3,3,1,1,1,8,0.3,13,0,1,50.0,0
314210915728,20,144.1,1,3,2,0,0,7,0.46,20,0,0,17.66,0
817943943739,4,625.27,3,2,1,1,0,6,0.63,4,1,0,50.0,0
514541637668,0,279.74,1,0,4,1,1,2,0.73,0,0,0,39.73,0
95555969502,7,106.15,3,1,1,0,1,9,0.18,7,0,1,26.35,0
157297747548,10,782.55,1,1,2,0,1,1,0.68,10,1,0,50.0,0
670178399839,19,239.38,0,3,2,0,1,1,0.18,19,0,0,32.6,0
998618376670,17,948.24,3,2,4,0,0,2,1.0,17,0,0,50.0,0
411041322151,7,633.52,3,2,1,0,0,7,0.96,7,1,0,50.0,0
774963019930,11,178.3,0,4,2,1,1,1,0.1,11,1,0,33.36,0
783921429650,22,296.04,2,2,1,1,0,3,0.66,22,0,0,38.0,0
714871849522,18,649.76,1,3,1,1,0,8,0.9,18,1,1,50.0,0
979911451469,8,404.3,1,3,4,1,1,7,0.08,8,0,0,44.09,0
976784493841,23,578.93,0,0,4,0,1,8,0.12,23,0,1,50.0,0
976723450394,16,819.56,1,3,1,0,0,6,0.35,16,1,0,50.0,0
640676374989,11,813.34,3,0,0,1,1,8,0.1,11,0,1,50.0,0
408453572411,22,728.19,3,2,0,1,1,5,0.89,22,1,0,50.0,0
699953406787,23,897.45,0,4,3,1,0,9,0.88,23,1,1,50.0,0
429854252953,20,279.42,3,1,3,1,1,1,0.95,20,1,0,42.34,0
173861342841,2,259.52,2,3,3,1,0,7,0.2,2,1,0,28.77,1
286183819341,7,819.41,1,2,4,0,1,6,0.05,7,1,0,50.0,0
906907295690,12,388.8,0,3,1,1,0,8,0.44,12,0,1,50.0,0
565308366107,8,560.96,0,0,2,1,1,2,0.88,8,0,0,50.0,0
767216709833,1,769.56,1,2,1,1,1,1,0.64,1,0,0,50.0,0
250518160647,23,456.34,2,1,1,1,0,1,1.0,23,1,0,49.5,0
396543644014,9,217.15,0,0,3,0,0,2,0.91,9,1,0,23.11,0
213333268431,1,711.51,1,2,1,0,1,5,0.39,1,1,0,50.0,0
146998649995,3,835.44,2,1,3,1,0,7,0.04,3,1,0,50.0,0
247006440804,7,111.52,0,0,1,1,0,9,0.01,7,1,1,38.43,0
983752310700,5,606.3,2,1,2,0,1,4,0.64,5,0,0,50.0,0
399580694763,18,522.46,0,2,0,0,1,9,0.92,18,1,1,50.0,0
355847415820,1,333.64,1,0,0,0,0,3,0.44,1,1,0,38.53,0
29428728563,16,244.93,1,4,4,1,1,6,0.87,16,1,0,31.49,0
314766524068,12,269.23,1,3,2,1,1,9,0.57,12,0,1,46.41,0
12276599380,20,752.48,2,4,1,1,1,1,0.1,20,0,0,50.0,0
132046145606,6,582.58,3,1,2,1,0,4,0.8,6,0,0,50.0,1
373584378327,2,983.04,2,2,1,1,0,5,0.49,2,1,0,50.0,0
419821072600,5,318.91,1,3,2,1,1,6,0.05,5,1,0,42.71,1
872523040096,11,961.21,0,2,2,1,0,8,0.81,11,1,1,50.0,0
511601751631,11,563.6,3,1,0,1,1,2,0.76,11,0,0,50.0,0
588722143638,8,231.42,2,2,2,1,0,6,0.46,8,1,0,42.68,0
156356378068,9,233.36,2,0,4,1,1,7,0.02,9,1,0,40.85,0
941956119903,18,647.71,0,0,1,1,0,6,0.35,18,0,0,50.0,0
682666151592,1,848.28,0,1,3,0,0,4,0.43,1,0,0,50.0,0
151412255922,21,772.94,1,2,2,0,0,6,0.17,21,0,0,50.0,1
67139670352,6,690.06,2,1,3,1,1,4,0.16,6,0,0,50.0,0
498247537223,20,254.9,0,3,0,1,0,9,0.17,20,0,1,36.09,1
847527873503,19,197.51,0,2,3,1,1,1,0.37,19,0,0,26.86,0
702081831395,8,100.22,3,0,4,0,1,9,0.82,8,0,1,14.94,0
622974366884,16,191.61,1,4,4,1,0,4,0.76,16,0,0,18.19,0
790875227496,23,789.73,1,0,0,1,1,3,0.01,23,1,0,50.0,0
479931276158,8,905.72,2,2,4,1,0,5,0.01,8,0,0,50.0,0
381186605655,12,316.32,0,2,1,0,0,3,0.08,12,1,0,34.76,1
153807403051,17,815.4,1,2,4,1,1,1,0.47,17,0,0,50.0,0
461554429916,5,278.96,2,2,2,0,1,8,0.89,5,1,1,44.32,0
55211846463,20,324.34,1,3,4,1,1,9,0.18,20,1,1,45.55,0
799694546149,13,301.74,2,4,1,0,1,6,0.48,13,1,0,40.12,0
285926327305,10,146.56,0,0,0,0,1,2,0.04,10,1,0,20.58,0
904651310226,4,274.66,1,3,4,1,0,6,0.02,4,0,0,27.4,0
85322119481,21,436.19,2,1,1,1,1,6,0.01,21,0,0,50.0,0
159135405029,2,464.92,2,2,2,0,1,6,0.74,2,1,0,50.0,0
494959740423,16,378.52,0,0,3,1,1,9,0.02,16,1,1,50.0,0
764155995877,16,563.25,1,1,3,0,1,4,0.27,16,0,0,50.0,0
46547254737,9,440.2,2,4,0,0,0,2,0.65,9,0,0,48.11,0
918899533545,16,973.33,2,0,0,1,1,8,0.62,16,0,1,50.0,0
668755408887,1,826.62,2,3,3,0,1,6,0.06,1,1,0,50.0,0
920764969389,18,937.88,2,1,3,0,1,1,0.26,18,1,0,50.0,0
188406993852,18,601.68,1,0,0,0,1,6,0.64,18,0,0,50.0,0
595419916154,7,710.51,3,3,3,1,0,2,0.39,7,0,0,50.0,0
367300004382,17,250.01,1,2,4,1,1,4,0.47,17,1,0,23.52,0
675907927370,19,777.51,2,0,1,0,0,2,0.21,19,0,0,50.0,0
258109234291,8,312.37,1,2,0,1,1,4,0.04,8,0,0,35.51,0
168916662609,5,231.25,1,1,1,1,0,7,0.35,5,0,0,32.51,0
41863314307,4,137.67,0,1,2,1,0,8,0.68,4,1,1,26.9,0
253868920425,14,525.01,0,1,2,0,0,3,0.77,14,1,0,50.0,0
734433333411,13,358.11,2,2,4,1,1,1,0.59,13,0,0,40.71,0
815143665940,18,988.05,3,2,2,1,1,1,0.39,18,1,0,50.0,0
280413029692,17,324.85,0,3,0,1,0,7,0.58,17,0,0,39.47,0
312824136624,0,879.89,1,0,4,0,0,1,0.7,0,1,0,50.0,0
99904980033,21,384.79,2,3,4,1,0,3,0.76,21,0,0,43.61,0
188185793118,23,774.21,3,2,0,1,0,5,0.09,23,1,0,50.0,0
62219591939,22,693.86,0,0,3,0,0,5,0.8,22,1,0,50.0,0
885360347145,21,605.61,2,1,1,1,1,4,0.06,21,1,0,50.0,0
489021298891,11,475.14,3,3,0,1,1,8,0.87,11,0,1,50.0,0
238262668158,2,703.99,2,3,3,1,0,3,0.39,2,0,0,50.0,1
114999781465,23,466.55,3,3,3,0,1,8,0.55,23,1,1,50.0,0
562298745909,19,593.29,0,2,2,1,1,6,0.29,19,0,0,50.0,0
31619143735,9,630.82,1,0,4,0,1,4,0.43,9,0,0,50.0,0
417188237824,3,340.62,1,1,4,1,1,3,0.85,3,1,0,50.0,0
726792196802,8,405.76,0,2,2,0,1,2,0.3,8,0,0,32.17,0
420669749440,4,116.25,0,1,2,1,0,6,0.56,4,1,0,23.19,0
945060114960,1,866.94,0,4,4,0,1,1,0.65,1,0,0,50.0,0
900510515971,9,780.38,3,4,0,0,1,8,0.15,9,1,1,50.0,0
879069555596,16,265.18,3,1,0,1,1,5,0.78,16,1,0,27.58,0
252667184894,11,425.84,3,4,0,0,1,7,1.0,11,1,0,49.03,0
683181291252,21,478.96,3,0,0,1,1,7,0.16,21,0,0,50.0,1
975602216834,21,400.94,3,0,2,0,1,6,0.77,21,1,0,45.44,0
283401814725,20,818.42,3,2,1,1,1,5,0.15,20,1,0,50.0,0
369259890217,5,752.88,3,1,1,0,1,2,0.95,5,1,0,50.0,0
615279298042,3,790.44,0,2,4,1,1,3,0.41,3,1,0,50.0,0
591856480495,19,913.72,3,0,1,0,0,3,0.98,19,0,0,50.0,0
630793261756,23,635.64,2,0,0,0,0,5,0.07,23,0,0,50.0,0
484420170642,8,653.08,3,0,2,1,1,2,0.79,8,1,0,50.0,0
681782164494,16,749.74,1,3,0,1,1,1,0.47,16,0,0,50.0,0
343531818958,23,713.11,1,4,3,0,0,4,0.29,23,0,0,50.0,0
820024288224,2,882.83,0,2,2,0,1,3,0.75,2,0,0,50.0,1
156852434775,22,793.18,1,2,3,0,0,3,0.64,22,0,0,50.0,0
77131396878,18,208.41,1,0,3,0,0,6,0.9,18,1,0,18.43,0
716113045897,5,935.52,1,3,4,1,0,9,0.25,5,1,1,50.0,0
101639462916,1,714.79,0,2,3,1,0,2,0.94,1,0,0,50.0,0
400840680932,13,214.43,0,2,1,0,1,5,0.64,13,1,0,40.76,0
467160671805,21,794.78,3,3,1,1,0,2,0.45,21,1,0,50.0,0
25274138399,4,422.57,1,0,3,1,1,6,0.05,4,0,0,42.23,0
749062972041,10,825.38,3,3,4,0,1,1,0.77,10,0,0,50.0,0
308573818452,9,959.87,0,4,3,0,1,1,0.86,9,1,0,50.0,0
356060451989,10,329.72,3,2,2,0,0,9,0.81,10,0,1,47.03,0
569790739758,6,871.67,3,4,2,1,0,5,0.74,6,1,0,50.0,0
311498273595,0,796.21,1,2,2,1,0,9,0.97,0,1,1,50.0,0
242063624419,4,704.07,0,4,2,0,1,8,0.85,4,0,1,50.0,0
133351569271,6,446.43,1,2,3,0,1,9,0.93,6,0,1,50.0,0
741615928224,14,198.88,3,0,0,0,0,9,0.73,14,0,1,30.47,0
676849254316,11,535.51,0,1,0,1,1,8,0.82,11,0,1,50.0,0
437882244910,3,195.1,3,3,2,0,0,3,0.29,3,1,0,26.99,0
720015523116,14,550.13,3,2,4,1,0,7,0.67,14,0,0,50.0,0
60527517477,18,838.26,1,3,4,1,1,4,0.21,18,1,0,50.0,0
517557018766,18,997.87,0,2,3,1,1,8,0.07,18,0,1,50.0,0
415923911779,7,278.21,0,1,0,0,0,7,0.58,7,0,0,28.91,0
547334001769,19,287.07,1,0,3,1,0,9,0.78,19,0,1,45.6,1
841676641539,1,829.79,2,0,1,1,1,8,0.08,1,0,1,50.0,0
186542993272,18,522.15,1,3,2,1,1,3,0.18,18,0,0,50.0,0
666619298218,11,924.22,1,1,1,0,1,5,0.09,11,0,0,50.0,0
983826679322,4,792.1,2,3,1,0,1,3,0.63,4,1,0,50.0,0
409252481155,3,762.78,0,0,4,1,0,9,0.08,3,1,1,50.0,0
718109167450,12,191.76,2,4,0,1,0,1,0.09,12,0,0,24.46,0
572030740789,15,132.29,3,3,2,1,0,7,0.26,15,0,0,17.76,0
187621645318,14,385.09,3,2,3,1,0,9,0.27,14,0,1,42.32,0
267157620575,5,295.57,1,0,2,1,0,3,0.56,5,0,0,41.81,1
471003580049,8,741.08,3,2,3,0,0,7,0.03,8,1,0,50.0,0
449572803879,6,505.66,2,1,3,1,0,7,0.62,6,1,0,50.0,0
808298008536,14,570.83,3,0,0,0,0,2,0.41,14,1,0,50.0,0
496770753723,23,832.37,0,0,1,0,1,5,0.18,23,1,0,50.0,1
563365709666,13,530.65,1,3,3,1,1,7,0.65,13,1,0,50.0,0
699788166387,15,590.43,1,3,0,1,0,2,0.33,15,0,0,50.0,0
11703948678,23,858.09,0,2,1,1,1,2,0.83,23,0,0,50.0,0
644954822665,2,488.2,0,3,1,0,0,6,0.99,2,1,0,50.0,0
264615703009,1,174.81,1,4,2,1,0,2,0.78,1,1,0,28.23,0
769013027775,10,569.53,0,0,2,0,1,1,0.74,10,0,0,50.0,0
548396086986,8,621.43,3,1,2,1,0,3,0.36,8,0,0,50.0,0
159321575841,13,560.62,3,0,4,1,1,1,0.53,13,0,0,50.0,1
789359784534,8,332.24,3,2,1,0,0,6,0.05,8,1,0,43.01,0
689557326411,0,301.32,3,3,4,1,0,4,0.73,0,0,0,45.87,0
570511690567,17,432.78,2,0,2,0,1,2,0.68,17,1,0,46.75,0
658253100923,20,249.61,2,3,0,1,1,7,0.27,20,1,0,31.8,0
103695581340,14,699.42,2,2,2,0,0,7,0.53,14,1,0,50.0,0
775472214225,12,653.21,2,3,3,0,1,8,0.68,12,1,1,50.0,0
713600966003,21,669.16,3,1,0,1,1,7,0.37,21,1,0,50.0,0
443768690606,0,302.32,3,2,0,1,1,1,0.73,0,1,0,34.72,0
978233862946,22,321.88,0,0,1,1,1,3,0.8,22,1,0,38.45,0
701616816316,5,808.65,2,0,4,0,1,1,0.22,5,1,0,50.0,0
404265741875,14,721.1,2,1,3,1,0,2,0.3,14,1,0,50.0,0
968625612395,20,887.66,1,4,0,1,0,1,0.4,20,1,0,50.0,0
84688002519,23,463.16,0,3,4,1,1,9,0.24,23,0,1,50.0,0
4303218063,23,592.6,3,0,4,0,1,7,0.78,23,0,0,50.0,0
494058165433,14,764.9,0,1,3,0,0,9,0.57,14,0,1,50.0,0
534546896630,11,976.74,0,3,3,0,1,8,0.38,11,0,1,50.0,0
730473772820,18,990.67,1,2,2,1,1,2,0.02,18,0,0,50.0,0
159150049872,19,999.26,1,1,2,0,1,1,0.33,19,0,0,50.0,0
202070486388,23,901.47,0,2,0,0,0,5,0.84,23,0,0,50.0,0
199537669845,21,675.69,2,2,0,1,0,7,0.74,21,1,0,50.0,1
51587897275,12,106.27,3,2,0,1,0,2,0.07,12,1,0,21.84,0
552903959166,9,729.59,1,3,2,1,1,4,0.8,9,1,0,50.0,0
330189778689,4,314.74,1,4,0,1,1,7,0.18,4,1,0,36.51,0
152527395811,9,151.45,3,2,0,0,0,9,0.99,9,1,1,26.35,0
611387173196,14,727.47,1,0,2,0,1,6,0.87,14,0,0,50.0,0
594017021436,9,780.41,0,3,2,0,1,7,0.91,9,0,0,50.0,0
473531007347,10,693.49,3,3,0,0,1,8,0.77,10,0,1,50.0,1
677591500224,10,428.65,2,2,0,1,0,8,0.71,10,0,1,50.0,0
95692399999,11,559.9,1,0,4,0,1,9,0.24,11,0,1,50.0,0
207991076638,14,941.45,1,1,1,1,0,2,0.59,14,0,0,50.0,0
510083423738,12,756.65,0,3,2,1,1,7,0.7,12,0,0,50.0,0
851968526402,13,554.22,2,2,1,0,1,2,0.29,13,1,0,50.0,0
462540957013,13,634.1,1,2,2,1,1,7,0.4,13,0,0,50.0,0
189773438171,19,934.92,3,4,4,1,0,9,0.95,19,1,1,50.0,0
92828690948,21,454.4,3,4,1,1,1,4,0.41,21,0,0,50.0,0
284895866768,22,191.66,0,1,4,1,1,5,0.32,22,1,0,29.73,0
